"ID","post_title","coords"
45019,"Drukkerij en papierhandel Claes","51.0965613,4.3684202"
44200,"Museum Boijmans Van Beuningen","51.9144227,4.4731277"
44482,"Bloemen Blavier","50.7398281,5.1811295"
44662,"Bibliotheek Bornem","51.0946413,4.2316904"
44463,"Fotografie Dreamdots Studios","51.1646168,4.9674352"
43235,"Musée du Train Miniature Haute Meuse","50.1834673,4.8232455"
43385,"La Grotte de Comblain","50.4753887,5.5748648"
45119,"Vakantieverblijf A La Ferme du Château","50.0120947,4.9624839"
43955,"Boekhandel Malpertuis","50.9643192,5.5022398"
44994,"Bezoekerscentrum De Notelaer","51.1149895,4.2674959"
45867,"Tobie De Prins","51.2199917,4.4052414"
44157,"Museum DE MINDERE","50.8138663,5.1865628"
43795,"Kröller-Müller Museum","52.0958305,5.8175611"
45423,"PAM - Provinciaal Archeologisch Museum Ename","50.8548561,3.6328928"
45512,"Het GlazenHuis","51.2306285,5.308176"
43838,"BuSO Wagenschot","50.9515449,3.6413533"
44377,"Trudopas Sint-Truiden","50.8155839,5.1860102"
45956,"Emile Verhaerenmuseum","51.0564539,4.2030191"
43551,"Romeins Archeologisch Museum Oudenburg (RAM)","51.1849102,3.0063509"
44032,"Worlds' End Comicshop","51.0492907,3.7258835"
44567,"Ecomuseum en archief van de Boomse baksteen","51.0939636,4.3495715"
43660,"MOU - Museum van Oudenaarde en de Vlaamse Ardennen","50.8435,3.6036"
43153,"Domaine de Hottemme","50.3497059,5.5285825"
45380,"Optiek Tom De Bruyne","51.4007248,4.7610048"
45367,"Multatuli Huis","52.3773842,4.8910421"
48783,"Jakob Smitsmuseum","51.2113668,5.133607"
44069,"Hademus Studio gitaarlessen","50.8367929,4.9272408"
44583,"CC 't&nbsp;Getouw","51.1867613,5.1216009"
43972,"Stripwinkel 't Vlaams Stripcentrum","51.1682687,4.3866867"
46263,"Vakantieverblijf La&nbsp;Manufacture","44.7039532,4.3650953"
44180,"Belevingscentrum 'Vrij Vaderland, leven achter het front'","51.0726719,2.6624144"
44349,"Theater Zuidervis","51.1830227,4.4380125"
45713,"Theater HETGEVOLG","51.3223503,4.9514009"
45343,"Museum 't Grom","51.0611241,4.5018086"
43277,"Musée royal de Mariemont","50.4712298,4.2359236"
43898,"De Milieuboot","50.9343566,4.0457121"
45687,"Vakantieverblijf El Jardin Botánico Spanje","38.2237582,-0.7685339"
44908,"Deno Computers","51.0857384,3.4488259"
46019,"Kopieer- en printcenter Papier en Co","51.0428733,3.7253828"
44139,"Letters & Co","50.9834756,3.5271549"
44433,"Natuur- en Milieucentrum Orchis","50.8889908,5.5265045"
45806,"Vakantieverblijf Mas Le Mimosa","42.5770669,2.7229059"
43355,"RIVEO","50.2683118,5.4475679"
44721,"NETWERK, centrum voor hedendaagse kunst","50.9426529,4.0428398"
43191,"Musée de la Photographie","50.3882214,4.405193"
45461,"Partitura","51.3219265,4.9396023"
43249,"Permanente expo over de steenkoolgeschiedenis","50.6864988,5.7225759"
44275,"Zimmertoren","51.1294351,4.5693187"
43289,"La Maison des Sciences de la Vie et de la Terre","50.4750605,4.000745"
45899,"Hotelschool Mol - restaurant","51.1863788,5.1132851"
43609,"Museum aan de IJzer","51.0241874,2.8530477"
45393,"Optiek Hons","51.037635,5.7212354"
43694,"COOVI - secundair onderwijs","50.8154517,4.294899"
45718,"Fietswinkel Velotheek Steeman","51.0648078,4.0371911"
43299,"Château Féodal","50.1820425,5.5765477"
43736,"Opvangcentrum voor Vogels en Wilde Dieren","51.1207306,3.2943878"
44853,"Kasteelruïne en Fluweelengrot","50.8609937,5.8304385"
44427,"Hofke van Roosendael","51.2509173,4.4445235"
45573,"Kasteel Beauvoorde","51.0159741,2.6561161"
44670,"Paleis Het Loo","52.2342245,5.9459853"
44131,"Opticien Tom De Roos","51.0271178,4.4786572"
43653,"Pure Senses Fit- & Wellness Club","51.190536,3.2029834"
45891,"Kantoor- en Schoolmaterialen Van Mechelen","51.3271745,4.9496057"
44333,"Villa Verbeelding","50.9304663,5.3300889"
43788,"Natuureducatief centrum De Kaaihoeve","50.9037575,3.6930941"
43419,"Archéoparc Malagne","50.163471,5.2321808"
44328,"Museum Het Zotte Kunstkabinet","51.0302329,4.4774436"
44711,"Fietsen Dirk","51.0642065,3.6360902"
44317,"Bibliotheek Overpelt","51.2117121,5.4278177"
45708,"Cliplijn","51.0608216,3.7477845"
43437,"Aventure Parc Wavre","50.7188925,4.5963621"
46533,"Vakantieverblijf Le Soleil Souriant","44.358769,4.1898219"
44049,"Boekhandel Salvator","51.0281916,4.4814433"
43872,"MNC Heempark","50.9639144,5.5214149"
45088,"M HKA - Museum voor Hedendaagse Kunst","51.2108969,4.3901776"
45950,"Fietsen Mampaey","51.0936916,4.365965"
43544,"Kasteel van Gaasbeek","50.7967402,4.1973207"
43910,"Fietswinkel SEBE","51.3314007,5.0965083"
45182,"Belevingscentrum Abdijsite Herkenrode","50.9568628,5.2782553"
43099,"Musée de Folklore","50.7419001,3.2177287"
46114,"Memorial Museum Passchendaele 1917","50.8708982,2.9865548"
45464,"Bibliotheek De Wolfsput Dilbeek","50.8495916,4.2604852"
44696,"Davy's Health & Sport Center","51.0123233,3.922875"
43110,"Musée Régional d'Archéologie et d'Histoire de Visé","50.7365601,5.7022067"
45729,"Vakantieverblijf En&nbsp;Passant","50.7028691,3.6574319"
46042,"Cultureel Centrum Jan Tervaert","51.0997195,4.1327371"
43168,"Musée des Celtes","49.9150063,5.3753421"
43213,"Château de Lavaux-Ste-Anne","50.1152568,5.0932887"
45615,"Kantoor- en schoolbenodigdheden Avoux","50.8372385,4.022322"
43305,"Parc d'aventures scientifiques (PASS)","50.4195887,3.9029561"
43844,"Bibliotheek Kluisbergen","50.7911852,3.5155438"
45968,"Buro Studio","50.9729677,5.6989837"
44515,"Fietsen Vets","51.0317937,4.7577938"
45724,"Topacademie Sifu Walter Toch","51.0358697,3.7618914"
43688,"Nationaal Bevrijdingsmuseum 1944-1945","51.7856667,5.9364371"
43414,"Maison de l'Imprimerie","50.3420077,4.2859798"
43670,"Gemeenschapscentrum Hof ten Hemelrijk","50.9685154,4.187191"
45202,"Hooge Crater Museum 1914-1918","50.8466452,2.9396335"
44917,"Kunstgalerie De Mijlpaal","51.0354694,5.2868221"
44360,"Boekhandel Luco","50.9211915,3.2020098"
43643,"Deezillusie vzw","51.0300295,3.7187002"
43895,"Ariës Sport","51.0120351,4.3633617"
45705,"Vakantieverblijf De&nbsp;Nysenhoeve","51.1310891,5.6751438"
45905,"Sportvoeding en voedingssupplementen Olympia Sport","51.2948949,4.5754423"
44306,"Creatief Schrijven","51.2112885,4.3909416"
44845,"Vakantieverblijf Domein Gajolles","43.796871,0.402717"
45921,"Tuinbouw 3master secundair","51.2359093,4.9587989"
45155,"Drukkunstmuseum","50.8499183,5.6931912"
44134,"Bezoekerscentrum Boshuis Ravels","51.3687806,5.0106663"
45160,"Huis Marseille, Museum voor Fotografie","52.3676378,4.8848239"
43067,"Musée des Mégalithes","50.3263784,5.53193"
44450,"Stoomcentrum Maldegem vzw","51.2085455,3.4478917"
44354,"Vizi Opticiens Wilrijk","51.1725237,4.3937556"
43576,"Stedelijk Museum Aarschot","50.988233,4.839043"
45870,"Da Vinci-museum","51.1029811,4.9075799"
45396,"Boekhandel De Reyghere","51.2084885,3.2240894"
43944,"Chambres d'hôtes Maison Les Fraysses Frankrijk","44.505414,1.486093"
43240,"Centre Historique Inter Police","50.4434296,4.764027"
44122,"Kinsport Bowlingcentrum","51.1455717,5.7391861"
42872,"Horlogeriemuseum","51.0256744,4.4790654"
45826,"Gemeentelijk openluchtzwembad Hamme","51.0927021,4.1434274"
45436,"Fit & Co","50.9553911,5.1940669"
45104,"Medisch fitnesscentrum Medifit","51.1536232,3.6104086"
45801,"Poëziecentrum vzw","51.0567685,3.7262452"
45080,"Vakantieverblijf 't Magazijn","50.7592137,5.338668"
45566,"Huis van de Evolutie","51.2177924,4.1298811"
45196,"Boekhandel De Boekenwolf","50.8317515,3.2536613"
43993,"Boekhandel De Boekuil","51.1714905,4.4482375"
45061,"Streekmuseum der Zuiderkempen","51.139,4.90632"
44678,"Museum De Grutterswinkel","53.2016787,5.7933506"
44077,"Belgisch Museum van de Vrijmetselarij","50.8530497,4.3516152"
44884,"Bibliotheek Pittem","50.9919707,3.2650419"
42924,"Hotel De Pastorie Gors-Opleeuw","50.8230126,5.3970724"
44728,"Boekhandel Café Libro","51.0869344,4.9153592"
44929,"Optiek Evi Maes","50.836679,4.0184868"
45537,"Vakantieverblijf Villa Belvedere","49.4660556,3.7009986"
81138,"Expo Patat – Van papa tot bintje","50.8731796,4.3954994"
44397,"Alpy vzw","51.014494,3.6659998"
48810,"SteM Zwijgershoek","51.1662694,4.1446492"
44873,"Parlamentarium","50.838712,4.3754998"
45128,"Hostal California","36.7360663,-3.6830295"
44737,"Bed & breakfast Posada los siete arcos Spanje","36.7341579,-4.6057612"
43394,"Maison de la Métallurgie et de l'Industrie de Liège","50.6305057,5.58011"
45823,"Eurogym bvba","50.9827028,5.4956315"
44923,"Optiek Katrien","51.1298605,2.6731435"
43324,"Espace gallo-romain","50.6302644,3.7784282"
45702,"Fietswinkel Covemaecker","50.9326648,2.741628"
42933,"Lab9","50.939426,4.0376247"
42933,"Lab9","51.208896,3.2220486"
42933,"Lab9","50.8502086,2.8832144"
42933,"Lab9","50.8262318,3.2675948"
42933,"Lab9","50.9457003,3.1245732"
44879,"Provinciaal Molencentrum Mola","51.1483002,3.864778"
43401,"Escale forestière","50.4979242,3.6118851"
43983,"Museum Hindeloopen","52.9432849,5.3986164"
43817,"Museum voor Heem- en Oudheidkunde","51.1338153,4.4471018"
45743,"CopyContext","51.2133486,3.2459957"
44935,"De Handwerkzaak","50.9384871,5.3835202"
81816,"Volvo Lacom NV","50.8492184,4.7197702"
81816,"Volvo Lacom NV","50.9462953,4.4442684"
45315,"Optiek Lichtaart","51.2247164,4.9216954"
43919,"Hagelands Vredesmuseum","50.9312324,4.9175615"
45829,"Fietsen Tom Verhavert","50.9409996,4.1374451"
81191,"Workshops ijzersmeden-bronsgieten-zilversmeden en assembleren","50.0907904,4.6569769"
81191,"Workshops ijzersmeden-bronsgieten-zilversmeden en assembleren","51.1364773,3.7195444"
81191,"Workshops ijzersmeden-bronsgieten-zilversmeden en assembleren","50.3818006,4.444799"
81191,"Workshops ijzersmeden-bronsgieten-zilversmeden en assembleren","45.093249,3.317453"
81191,"Workshops ijzersmeden-bronsgieten-zilversmeden en assembleren","50.8524492,4.3359236"
81864,"Centre de la Gravure et de l'Image imprimée","50.4742936,4.185237"
44414,"Boekhandel De Groene Waterman","51.2216366,4.4027888"
44863,"Bibliotheek Pepingen","50.7400766,4.154584"
43673,"Natuurhistorisch Museum Maastricht","50.8448538,5.687791"
43362,"Musée des Arts Contemporains Mac's","50.4349503,3.8372434"
43628,"Nationaal Onderwijsmuseum","51.8085718,4.6611014"
44983,"Openluchtmuseum Ellert & Brammert","52.8524275,6.750903"
43146,"Musée de la Famenne","50.2270554,5.3442499"
44299,"Fietsen Stragier","51.0319509,2.8661603"
81986,"Huis van de Europese geschiedenis","50.8393873,4.3786546"
43122,"Musée Georges Borias","44.0125088,4.421813"
45239,"Bibliotheek Kortrijk","50.8289339,3.2645756"
44417,"Hunebedcentrum","52.9310756,6.7975076"
43350,"Centre du Rail et de la Pierre","50.1624407,5.2664622"
44638,"Museum voor Folklore","50.8736411,3.8279919"
45771,"Fietshandel Demuynck","51.3395262,3.2366175"
46142,"Insectenmuseum Entomopolis","50.9218244,5.5822219"
43855,"Teylers Museum","52.3803511,4.6403448"
50247,"Bezoekerscentrum De Lambiek","50.74163,4.33613"
73126,"Landcommanderij Alden Biesen","50.8416858,5.5207174"
76197,"Belevingscentrum De Brug van Vroenhoven","50.8307132,5.6423103"
83089,"Museum Mayer van den Bergh","51.2154363,4.4054099"
83352,"Museum Vleeshuis","51.222684,4.399231"
45838,"Hobby-, school- en kantoorbenodigdheden Offint","50.9872519,5.0553394"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84418,"S&R Zwemparadijzen","43.1828396,-3.9878427"
84589,"Expo Ik zal 20 jaar oud zijn in 2030","50.6244335,5.5667081"
85266,"The Lock Escape Mortsel/Lier","51.1702587,4.4494488"
44408,"Kasteel Cortewalle","51.2146884,4.2625469"
44479,"Kasteel Wijnendale","51.0791504,3.0622548"
43646,"Provinciaal Sport- en Recreatiecentrum De Nekker","51.0247296,4.4963588"
46556,"Zee excursies Franlis - Oostende","51.236132,2.9221706"
45519,"Rederij Seastar","51.1386206,2.7412563"
42891,"Océade","50.8942396,4.3357414"
42779,"Surfers Paradise","51.3558017,3.3019266"
47176,"Havenrondvaarten Franlis - Zeebrugge","51.3308366,3.2025564"
48199,"Kabellift van Strépy-Thieu","50.4764625,4.1055365"
43072,"Semois Aventure","49.7667056,5.075292"
45359,"Provinciaal Domein Puyenbroeck","51.152695,3.8637784"
46124,"Hidrodoe, interactief waterdoecentrum","51.191919,4.8156595"
77987,"Cinema ZED","50.8752752,4.7081795"
77987,"Cinema ZED","50.8752752,4.7081795"
45737,"Cinema De Keizer","51.0266757,3.1412168"
42930,"Sphinx cinema","51.0539212,3.7216127"
44211,"KASKcinema","51.0439992,3.7154259"
46333,"Kinepolis","50.8807894,4.7119791"
46333,"Kinepolis","50.668609,4.378692"
46333,"Kinepolis","50.6703142,5.5548211"
46333,"Kinepolis","50.895379,4.337395"
46333,"Kinepolis","51.2460256,4.4158764"
46333,"Kinepolis","51.1796865,3.2019416"
46333,"Kinepolis","51.222993,2.8967751"
46333,"Kinepolis","50.8055856,3.2753287"
46333,"Kinepolis","50.6405438,5.5701796"
46333,"Kinepolis","51.040544,3.729964"
46333,"Kinepolis","50.929638,5.36883"
46333,"Kinepolis","51.0304096,3.7376534"
42768,"La Boverie","50.6275116,5.5774926"
43092,"Archéosite en Museum van Aubechies - Beloeil","50.5730113,3.6775462"
43369,"Bastogne War Museum","50.0106065,5.7391977"
43588,"Musée de la Meunerie – Boulangerie","50.441504,5.666391"
43313,"Railbikes Les Draisines de la Molignée","50.3155309,4.838013"
43313,"Railbikes Les Draisines de la Molignée","50.2912149,4.801658"
43052,"Parc Chlorophylle","50.2320447,5.617362"
43023,"Kinderboerderij De Lange Schuur","51.1998083,2.9286928"
43829,"Bijenteeltmuseum Kalmthout","51.3758657,4.4495487"
46169,"SEA LIFE Blankenberge","51.3172584,3.1460457"
42831,"Kinderboerderij d'Oude Smelterij","51.0568329,3.0984536"
45446,"Noordzeeaquarium","51.2320871,2.9225541"
46302,"Planckendael","50.9990974,4.5211793"
45476,"Ecomare","53.0779078,4.7448528"
45492,"Dierenpark De Oliemeulen","51.570679,5.062097"
43515,"Dierenpark De Zonnegloed vzw","50.9405055,2.7526104"
76094,"Ensorhuis","51.2333196,2.9159663"
42906,"Japanse Tuin Shin Kai Tei","51.2269192,2.9062881"
44963,"NAVIGO Nationaal Visserijmuseum","51.1162199,2.6832947"
43999,"Westfront Nieuwpoort","51.137055,2.7540528"
48371,"Familiepark De Sierk","51.2550512,3.0092508"
85351,"Expo Van het Naadje en de Kous","51.8085718,4.6611014"
46076,"D-Ware Computers","50.9978556,4.8338071"
46076,"D-Ware Computers","51.112025,4.3421031"
42776,"M-Museum Leuven","50.8783342,4.7049935"
88295,"Vakantieverblijf Center Parcs 2017-2019","51.1266133,5.5056063"
88306,"Vakantieverblijf Caleta del Sol","41.7879535,3.0409337"
69095,"Design museum Gent","51.0557723,3.7197222"
88854,"Expo Olivier Theyskens - She walks in beauty","51.2171344,4.3995077"
91653,"Vakantieverblijf Zicht op Zee in De Panne","51.10281,2.590914"
77193,"Comics Station Antwerp","51.2134496,4.4236837"
94888,"Musée L - Musée universitaire de Louvain","50.6682555,4.6201437"
93328,"Zwin Natuur Park","51.3514539,3.3410062"
88463,"Watertuinen van Annevoie","50.34559,4.845443"
87784,"Computer Museum NAM-IP","50.465341,4.8395467"
88283,"Yourec Optiek","51.200414,4.4409824"
88288,"Vakantieverblijf Sunparks 2017-2019","51.2838777,3.0634938"
88288,"Vakantieverblijf Sunparks 2017-2019","51.1323355,2.7121265"
88288,"Vakantieverblijf Sunparks 2017-2019","51.2165046,5.1873879"
103670,"Expo Magritte. Atomium meets surrealism.","50.894941,4.341547"
106981,"Speelgoedwinkel Gepetto by Eurekakids","51.0242479,4.4817876"
106981,"Speelgoedwinkel Gepetto by Eurekakids","50.7271408,4.4871293"
106981,"Speelgoedwinkel Gepetto by Eurekakids","50.843568,4.411192"
106981,"Speelgoedwinkel Gepetto by Eurekakids","50.839614,4.46971"
106981,"Speelgoedwinkel Gepetto by Eurekakids","50.7093856,4.4010416"
106981,"Speelgoedwinkel Gepetto by Eurekakids","50.7961421,4.4178571"
109130,"Expo Private Choices","50.8504325,4.3484742"
46363,"Tankkaart DATS 24","50.9329948,4.054395"
46363,"Tankkaart DATS 24","50.7412479,4.3365299"
46363,"Tankkaart DATS 24","50.5574314,5.3058812"
46363,"Tankkaart DATS 24","50.827735,4.3024079"
46363,"Tankkaart DATS 24","50.4057192,4.2737112"
46363,"Tankkaart DATS 24","50.6587844,5.5327863"
46363,"Tankkaart DATS 24","51.2569444,4.416542"
46363,"Tankkaart DATS 24","50.9166487,4.189479"
46363,"Tankkaart DATS 24","50.6340169,3.7890732"
46363,"Tankkaart DATS 24","50.7642449,3.438958"
46363,"Tankkaart DATS 24","51.164872,5.1790694"
46363,"Tankkaart DATS 24","50.5222335,5.2176717"
46363,"Tankkaart DATS 24","51.0765733,5.2198849"
46363,"Tankkaart DATS 24","50.6220878,5.653981"
46363,"Tankkaart DATS 24","50.8592326,5.5010625"
46363,"Tankkaart DATS 24","51.3023987,3.1438598"
46363,"Tankkaart DATS 24","50.5676173,5.5504496"
46363,"Tankkaart DATS 24","51.0947317,4.3673603"
46363,"Tankkaart DATS 24","50.839726,4.8380967"
46363,"Tankkaart DATS 24","50.697535,4.363477"
46363,"Tankkaart DATS 24","51.3570072,4.640988"
46363,"Tankkaart DATS 24","51.1386282,5.6081628"
46363,"Tankkaart DATS 24","50.4667771,4.2685755"
46363,"Tankkaart DATS 24","50.4562293,4.3726188"
46363,"Tankkaart DATS 24","50.9810368,3.5466899"
46363,"Tankkaart DATS 24","50.8732678,4.0795884"
46363,"Tankkaart DATS 24","51.0382163,4.1353829"
46363,"Tankkaart DATS 24","51.0596548,3.8253463"
46363,"Tankkaart DATS 24","50.9767953,5.0442808"
46363,"Tankkaart DATS 24","50.3966366,3.7692185"
46363,"Tankkaart DATS 24","51.194357,3.5449489"
46363,"Tankkaart DATS 24","50.6909153,4.0330442"
46363,"Tankkaart DATS 24","50.6373892,6.0196574"
46363,"Tankkaart DATS 24","50.8606654,4.4144489"
46363,"Tankkaart DATS 24","50.408062,3.888472"
46363,"Tankkaart DATS 24","51.1456042,4.9552067"
46363,"Tankkaart DATS 24","51.0551919,3.6951675"
46363,"Tankkaart DATS 24","50.7575709,3.853813"
46363,"Tankkaart DATS 24","50.6540989,3.8680725"
46363,"Tankkaart DATS 24","50.420818,4.4829182"
46363,"Tankkaart DATS 24","50.378469,4.0373674"
46363,"Tankkaart DATS 24","50.4596488,4.4358525"
46363,"Tankkaart DATS 24","50.7433789,4.6776036"
46363,"Tankkaart DATS 24","50.9269098,4.3912884"
46363,"Tankkaart DATS 24","50.7195939,4.2242178"
46363,"Tankkaart DATS 24","50.7531247,4.2526757"
46363,"Tankkaart DATS 24","50.7271212,4.2173151"
46363,"Tankkaart DATS 24","50.727666,4.213202"
46363,"Tankkaart DATS 24","50.8462012,3.2963367"
46363,"Tankkaart DATS 24","50.9438256,5.3496371"
46363,"Tankkaart DATS 24","50.6593071,5.6287621"
46363,"Tankkaart DATS 24","50.6379901,5.7753798"
46363,"Tankkaart DATS 24","50.9023319,3.885056"
46363,"Tankkaart DATS 24","50.871468,4.6846198"
46363,"Tankkaart DATS 24","50.9153453,3.1976548"
46363,"Tankkaart DATS 24","50.958545,4.5880768"
46363,"Tankkaart DATS 24","51.1252442,4.4516554"
46363,"Tankkaart DATS 24","50.8575699,3.2706141"
46363,"Tankkaart DATS 24","50.8063117,4.1496255"
46363,"Tankkaart DATS 24","50.6302639,5.5864002"
46363,"Tankkaart DATS 24","51.1464533,4.5407554"
46363,"Tankkaart DATS 24","51.091422,3.81615"
46363,"Tankkaart DATS 24","51.110156,3.966123"
46363,"Tankkaart DATS 24","50.6723991,5.4903685"
46363,"Tankkaart DATS 24","51.1020953,3.6312692"
46363,"Tankkaart DATS 24","50.9409402,5.6924567"
46363,"Tankkaart DATS 24","51.2037711,3.4528683"
46363,"Tankkaart DATS 24","50.5359506,4.5488973"
46363,"Tankkaart DATS 24","50.3982174,4.4460412"
46363,"Tankkaart DATS 24","51.0448376,4.4775072"
46363,"Tankkaart DATS 24","50.8291094,4.0463938"
46363,"Tankkaart DATS 24","51.0226669,3.775007"
46363,"Tankkaart DATS 24","50.8044219,3.095918"
46363,"Tankkaart DATS 24","51.2425457,4.4306517"
46363,"Tankkaart DATS 24","51.1933834,2.8402192"
46363,"Tankkaart DATS 24","50.7549782,3.1997628"
46363,"Tankkaart DATS 24","50.4524159,3.9765573"
46363,"Tankkaart DATS 24","50.4503805,4.8348226"
46363,"Tankkaart DATS 24","50.4503805,4.8348226"
46363,"Tankkaart DATS 24","50.8390285,4.0131475"
46363,"Tankkaart DATS 24","50.6105837,4.3371584"
46363,"Tankkaart DATS 24","50.8787464,4.5105178"
46363,"Tankkaart DATS 24","50.7835286,4.5058342"
46363,"Tankkaart DATS 24","50.5221241,3.6004562"
46363,"Tankkaart DATS 24","50.657052,4.1652218"
46363,"Tankkaart DATS 24","50.166047,5.2110265"
46363,"Tankkaart DATS 24","50.9562307,3.1192539"
46363,"Tankkaart DATS 24","50.9579807,3.1321432"
46363,"Tankkaart DATS 24","50.946197,4.7489051"
46363,"Tankkaart DATS 24","50.4548025,3.8120473"
46363,"Tankkaart DATS 24","51.2673672,4.5135016"
46363,"Tankkaart DATS 24","50.6075145,5.5156172"
46363,"Tankkaart DATS 24","50.9047243,4.8612571"
46363,"Tankkaart DATS 24","50.8127692,5.152991"
46363,"Tankkaart DATS 24","51.1286272,4.2192851"
46363,"Tankkaart DATS 24","50.3390181,4.311006"
46363,"Tankkaart DATS 24","50.9969334,3.306368"
46363,"Tankkaart DATS 24","50.790107,5.514085"
46363,"Tankkaart DATS 24","51.0827005,3.1162665"
46363,"Tankkaart DATS 24","50.6047776,3.4126332"
46363,"Tankkaart DATS 24","50.796485,4.3238712"
46363,"Tankkaart DATS 24","50.9017947,3.4064888"
46363,"Tankkaart DATS 24","50.7171087,4.6156975"
46363,"Tankkaart DATS 24","51.2979103,4.702439"
46363,"Tankkaart DATS 24","50.9843833,3.8442812"
46363,"Tankkaart DATS 24","50.812474,3.195573"
46363,"Tankkaart DATS 24","50.8476763,4.4301854"
46363,"Tankkaart DATS 24","50.8717091,4.4769363"
46363,"Tankkaart DATS 24","51.0160565,5.2899732"
46363,"Tankkaart DATS 24","50.5122288,3.679154"
46363,"Tankkaart DATS 24","51.0863407,3.7252528"
46363,"Tankkaart DATS 24","50.4549774,4.6431986"
46363,"Tankkaart DATS 24","50.9615036,4.2028364"
46363,"Tankkaart DATS 24","51.0351968,4.5152474"
46363,"Tankkaart DATS 24","51.0863407,3.7252528"
46363,"Tankkaart DATS 24","50.8428447,4.2503087"
46363,"Tankkaart DATS 24","51.176198,4.189831"
46363,"Tankkaart DATS 24","50.4592661,4.2340995"
46363,"Tankkaart DATS 24","50.4906283,4.148416"
46363,"Tankkaart DATS 24","50.8961016,4.4320681"
46363,"Tankkaart DATS 24","50.6914081,4.3254377"
122337,"Expo Filips Willem 2018 in de Lakenhalle","50.9849451,5.0520188"
122572,"Expo Filips Willem 2018 in stadsmuseum de Hofstadt","50.9842535,5.0504387"
123254,"Expo Horta & Wolfers","50.8392063,4.3924016"
123491,"Lerarendag | Familieweekend Seafront","51.332721,3.2035888"
46349,"Vakantieverblijf Vayamundo Quillan l'Espinet","42.895399,2.192241"
43913,"De Computerfabriek","50.8484271,3.2628075"
124152,"Gravensteen","51.0575292,3.7207367"
44343,"Webwinkel contactlenzen Lensonline","50.9407971,4.0354801"
44343,"Webwinkel contactlenzen Lensonline","49.6832934,5.8138506"
44343,"Webwinkel contactlenzen Lensonline","50.4101914,4.1652278"
44343,"Webwinkel contactlenzen Lensonline","42.0123816,-87.7176849"
44343,"Webwinkel contactlenzen Lensonline","51.2879173,4.4860778"
44343,"Webwinkel contactlenzen Lensonline","51.1413045,5.5986008"
44343,"Webwinkel contactlenzen Lensonline","51.208931,3.2223367"
44343,"Webwinkel contactlenzen Lensonline","51.216451,4.407246"
44343,"Webwinkel contactlenzen Lensonline","50.8381868,4.3726557"
44343,"Webwinkel contactlenzen Lensonline","51.056361,3.8008363"
44343,"Webwinkel contactlenzen Lensonline","50.9833241,5.0520761"
44343,"Webwinkel contactlenzen Lensonline","50.84126,4.24269"
44343,"Webwinkel contactlenzen Lensonline","51.1572702,4.4439203"
44343,"Webwinkel contactlenzen Lensonline","51.1831832,3.5686393"
44343,"Webwinkel contactlenzen Lensonline","50.9636137,5.4980684"
44343,"Webwinkel contactlenzen Lensonline","50.7357858,4.2366528"
44343,"Webwinkel contactlenzen Lensonline","50.9299945,5.3343558"
44343,"Webwinkel contactlenzen Lensonline","51.3155736,4.4287618"
44343,"Webwinkel contactlenzen Lensonline","50.8269236,3.2689514"
44343,"Webwinkel contactlenzen Lensonline","50.880437,4.700046"
44343,"Webwinkel contactlenzen Lensonline","50.879987,4.706826"
44343,"Webwinkel contactlenzen Lensonline","50.6447451,5.574184"
44343,"Webwinkel contactlenzen Lensonline","50.6545559,5.5735227"
44343,"Webwinkel contactlenzen Lensonline","50.965824,5.6959897"
44343,"Webwinkel contactlenzen Lensonline","50.4482327,3.9426631"
44343,"Webwinkel contactlenzen Lensonline","51.0286587,4.4836056"
44343,"Webwinkel contactlenzen Lensonline","51.3565296,4.8646837"
44343,"Webwinkel contactlenzen Lensonline","50.4482327,3.9426631"
44343,"Webwinkel contactlenzen Lensonline","50.4559829,3.9304355"
44343,"Webwinkel contactlenzen Lensonline","50.4585975,4.8741215"
44343,"Webwinkel contactlenzen Lensonline","50.5899728,4.3098775"
44343,"Webwinkel contactlenzen Lensonline","51.2313311,2.9150024"
44343,"Webwinkel contactlenzen Lensonline","50.8668957,3.6182437"
44343,"Webwinkel contactlenzen Lensonline","51.2113321,5.4233759"
44343,"Webwinkel contactlenzen Lensonline","50.829121,3.516103"
44343,"Webwinkel contactlenzen Lensonline","50.0253676,5.3739872"
44343,"Webwinkel contactlenzen Lensonline","51.166242,4.1352666"
44343,"Webwinkel contactlenzen Lensonline","51.304458,4.567832"
44343,"Webwinkel contactlenzen Lensonline","50.9084047,4.5132244"
44343,"Webwinkel contactlenzen Lensonline","50.8077696,4.9357582"
44343,"Webwinkel contactlenzen Lensonline","51.0657101,3.0984459"
44343,"Webwinkel contactlenzen Lensonline","50.6921691,4.2085831"
44343,"Webwinkel contactlenzen Lensonline","50.6956581,5.2545349"
44343,"Webwinkel contactlenzen Lensonline","50.7162008,4.609217"
44343,"Webwinkel contactlenzen Lensonline","51.2223307,4.5011628"
44343,"Webwinkel contactlenzen Lensonline","50.9513959,4.3098204"
44343,"Webwinkel contactlenzen Lensonline","50.807821,5.10508"
44343,"Webwinkel contactlenzen Lensonline","50.9088043,3.4506612"
